city,location_name,sensor_id,parameter,value,timestamp,lat,lon
Lagos State,Lawanson QBC,13843852,temperature,32.9,2026-03-23T16:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,31.5,2026-03-23T17:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,30.6,2026-03-23T18:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,30.5,2026-03-23T19:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,30.4,2026-03-23T20:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,30.2,2026-03-23T21:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,30.1,2026-03-23T22:00:00Z,6.512309246137081,3.34810632702351
Lagos State,Lawanson QBC,13843852,temperature,29.9,2026-03-23T23:00:00Z,6.512309246137081,3.34810632702351
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,9.5,2026-03-23T10:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,27.5,2026-03-23T11:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,5.9,2026-03-23T12:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,6.8,2026-03-23T13:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,7.4,2026-03-23T14:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,8.0,2026-03-23T15:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,6.4,2026-03-23T16:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,6.8,2026-03-23T17:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,7.8,2026-03-23T18:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,10.3,2026-03-23T19:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,10.8,2026-03-23T20:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,7.8,2026-03-23T21:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,6.5,2026-03-23T22:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843860,pm25,6.9,2026-03-23T23:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,70.0,2026-03-23T10:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,80.0,2026-03-23T11:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,84.0,2026-03-23T12:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,87.0,2026-03-23T13:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,86.0,2026-03-23T14:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,86.0,2026-03-23T15:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,86.0,2026-03-23T16:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,87.0,2026-03-23T17:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,92.0,2026-03-23T18:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,93.0,2026-03-23T19:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,94.0,2026-03-23T20:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,93.0,2026-03-23T21:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,94.0,2026-03-23T22:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843861,relativehumidity,92.0,2026-03-23T23:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,28.4,2026-03-23T10:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,33.7,2026-03-23T11:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,32.5,2026-03-23T12:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,31.8,2026-03-23T13:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,31.9,2026-03-23T14:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,31.7,2026-03-23T15:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,31.3,2026-03-23T16:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,30.5,2026-03-23T17:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,30.0,2026-03-23T18:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,29.7,2026-03-23T19:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,29.8,2026-03-23T20:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,29.8,2026-03-23T21:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,29.7,2026-03-23T22:00:00Z,6.442321082249053,3.427424708820077
Lagos State,LASWA - Five Cowries Terminal,13843862,temperature,29.8,2026-03-23T23:00:00Z,6.442321082249053,3.427424708820077
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,13.0,2026-03-23T01:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,15.0,2026-03-23T02:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,12.0,2026-03-23T03:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,12.0,2026-03-23T04:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,14.0,2026-03-23T05:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,24.0,2026-03-23T06:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,36.0,2026-03-23T07:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,21.0,2026-03-23T08:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,18.0,2026-03-23T09:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,23.0,2026-03-23T10:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,25.0,2026-03-23T11:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,18.0,2026-03-23T13:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,21.0,2026-03-23T14:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,22.0,2026-03-23T15:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,22.0,2026-03-23T16:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,23.0,2026-03-23T17:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,20.0,2026-03-23T18:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,15.0,2026-03-23T19:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,14.0,2026-03-23T20:00:00Z,6.4461,3.395
Lagos State,MARINA INTERCHANGE STATION,13923456,pm25,13.0,2026-03-23T21:00:00Z,6.4461,3.395
Lagos State,Mile 2 Interchange,13923457,pm25,11.0,2026-03-23T01:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,10.0,2026-03-23T02:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,9.0,2026-03-23T03:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,11.0,2026-03-23T04:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,19.0,2026-03-23T05:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,27.0,2026-03-23T06:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,20.0,2026-03-23T07:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,18.0,2026-03-23T08:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,17.0,2026-03-23T09:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,17.0,2026-03-23T10:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,18.0,2026-03-23T11:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,15.0,2026-03-23T12:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,15.0,2026-03-23T13:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,14.0,2026-03-23T14:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,16.0,2026-03-23T15:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,13.0,2026-03-23T16:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,13.0,2026-03-23T17:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,15.0,2026-03-23T18:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,15.0,2026-03-23T19:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,12.0,2026-03-23T20:00:00Z,6.4383,3.2634
Lagos State,Mile 2 Interchange,13923457,pm25,14.0,2026-03-23T21:00:00Z,6.4383,3.2634
Ogun State,Justrite - Ogolonto,13923470,pm25,23.0,2026-03-23T01:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,22.0,2026-03-23T02:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,18.0,2026-03-23T03:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,27.0,2026-03-23T04:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,47.0,2026-03-23T05:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,55.0,2026-03-23T06:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,46.0,2026-03-23T07:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,36.0,2026-03-23T08:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,26.0,2026-03-23T09:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,19.0,2026-03-23T10:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,20.0,2026-03-23T11:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,21.0,2026-03-23T12:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,29.0,2026-03-23T13:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,40.0,2026-03-23T14:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,26.0,2026-03-23T15:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,27.0,2026-03-23T16:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,27.0,2026-03-23T17:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,29.0,2026-03-23T18:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,46.0,2026-03-23T19:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,22.0,2026-03-23T20:00:00Z,6.6187,3.4757
Ogun State,Justrite - Ogolonto,13923470,pm25,20.0,2026-03-23T21:00:00Z,6.6187,3.4757
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,51.4,2026-03-23T01:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,51.1,2026-03-23T02:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,50.2,2026-03-23T03:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,46.7,2026-03-23T04:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,41.2,2026-03-23T05:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,31.0,2026-03-23T06:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,29.5,2026-03-23T07:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,28.2,2026-03-23T08:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,26.8,2026-03-23T09:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,25.7,2026-03-23T10:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,25.7,2026-03-23T11:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,25.8,2026-03-23T12:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,25.5,2026-03-23T13:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,24.2,2026-03-23T14:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,24.1,2026-03-23T15:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,23.2,2026-03-23T16:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,23.4,2026-03-23T17:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,24.0,2026-03-23T18:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,24.0,2026-03-23T19:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,26.9,2026-03-23T20:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,32.8,2026-03-23T21:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,38.5,2026-03-23T22:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980967,pm25,43.3,2026-03-23T23:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T01:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,32.0,2026-03-23T02:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,32.0,2026-03-23T03:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,33.0,2026-03-23T04:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,35.0,2026-03-23T05:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,38.0,2026-03-23T06:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,39.0,2026-03-23T07:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,35.0,2026-03-23T08:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,34.0,2026-03-23T09:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,33.0,2026-03-23T10:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,33.0,2026-03-23T11:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,34.0,2026-03-23T12:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,33.0,2026-03-23T13:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T14:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,32.0,2026-03-23T15:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T16:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T17:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T18:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,30.0,2026-03-23T19:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,30.0,2026-03-23T20:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,30.0,2026-03-23T21:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,30.0,2026-03-23T22:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980968,relativehumidity,31.0,2026-03-23T23:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.7,2026-03-23T01:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.5,2026-03-23T02:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.4,2026-03-23T03:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.2,2026-03-23T04:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.1,2026-03-23T05:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.3,2026-03-23T06:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,32.6,2026-03-23T07:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.0,2026-03-23T08:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.2,2026-03-23T09:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.9,2026-03-23T10:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.6,2026-03-23T11:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.7,2026-03-23T12:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,34.0,2026-03-23T13:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,35.0,2026-03-23T14:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,34.4,2026-03-23T15:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,34.1,2026-03-23T16:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,34.0,2026-03-23T17:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.9,2026-03-23T18:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.7,2026-03-23T19:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.5,2026-03-23T20:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.4,2026-03-23T21:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.2,2026-03-23T22:00:00Z,9.076479,7.398574
FCT Abuja,"WEP/DH360, Abuja",13980969,temperature,33.0,2026-03-23T23:00:00Z,9.076479,7.398574
Lagos State,Ojuelegba QBC,14374451,pm25,20.3,2026-03-23T01:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,29.5,2026-03-23T02:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,20.0,2026-03-23T03:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,24.7,2026-03-23T04:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,31.7,2026-03-23T05:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,40.6,2026-03-23T06:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,29.1,2026-03-23T07:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,18.2,2026-03-23T08:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,16.3,2026-03-23T09:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,14.1,2026-03-23T10:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,17.9,2026-03-23T11:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,17.6,2026-03-23T12:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,19.5,2026-03-23T13:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,18.0,2026-03-23T14:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,21.9,2026-03-23T15:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,17.8,2026-03-23T16:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,19.3,2026-03-23T17:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,23.7,2026-03-23T18:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,25.9,2026-03-23T19:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,22.5,2026-03-23T20:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,25.7,2026-03-23T21:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,15.7,2026-03-23T22:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374451,pm25,15.6,2026-03-23T23:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,85.0,2026-03-23T01:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,85.0,2026-03-23T02:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,86.0,2026-03-23T03:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,87.0,2026-03-23T04:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,88.0,2026-03-23T05:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,83.0,2026-03-23T06:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,75.0,2026-03-23T07:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,63.0,2026-03-23T08:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,58.0,2026-03-23T09:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,58.0,2026-03-23T10:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,59.0,2026-03-23T11:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,61.0,2026-03-23T12:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,66.0,2026-03-23T13:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,67.0,2026-03-23T14:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,69.0,2026-03-23T15:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,71.0,2026-03-23T16:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,75.0,2026-03-23T17:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,82.0,2026-03-23T18:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,84.0,2026-03-23T19:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,84.0,2026-03-23T20:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,84.0,2026-03-23T21:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,83.0,2026-03-23T22:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374452,relativehumidity,84.0,2026-03-23T23:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374453,temperature,29.2,2026-03-23T01:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374453,temperature,29.2,2026-03-23T02:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374453,temperature,28.7,2026-03-23T03:00:00Z,6.510316056732983,3.3628513749513247
Lagos State,Ojuelegba QBC,14374453,temperature,28.5,2026-03-23T04:00:00Z,6.510316056732983,3.3628513749513247
